date,max_temp,min_temp,avg_temp
2025-10-31,17.0,8.6,12.8
2025-11-01,15.9,12.8,14.350000000000001
2025-11-02,13.8,10.0,11.9
2025-11-03,15.4,8.2,11.8
2025-11-04,17.2,8.7,12.95
2025-11-05,18.1,11.5,14.8
2025-11-06,15.1,12.4,13.75
2025-11-07,15.9,10.2,13.05
